master_protein	protein_length	protein_description	Intensity.U2OS_1	Intensity.U2OS_2	Intensity.U2OS_3	max
P33992	734	sp|P33992|MCM5_HUMAN	7.427096	7.446646	7.7928655	7.7928655
P33993	719	sp|P33993|MCM7_HUMAN	7.16346	7.4722155	7.89264	7.89264
P34059	522	sp|P34059|GALNS_HUMAN	6.349982	6.599468	7.007704	7.007704
P34741	201	sp|P34741|SDC2_HUMAN	6.201775	NA	7.096493	7.096493
P34896	483	sp|P34896|GLYC_HUMAN	6.808488	7.307966	7.3806905	7.3806905
P34897	504	sp|P34897|GLYM_HUMAN	7.8031765	7.905278	8.19087	8.19087
P34913	555	sp|P34913|HYES_HUMAN	NA	NA	5.875917	5.875917
P34931	641	sp|P34931|HS71L_HUMAN	7.872627	7.80999	7.8689725	7.872627
P34932	840	sp|P34932|HSP74_HUMAN	7.5011455	7.940741	8.2187635	8.2187635
P34949	423	sp|P34949|MPI_HUMAN	6.59292	6.804564	6.653811	6.804564
P35030	304	sp|P35030|TRY3_HUMAN	NA	5.97928	7.342679	7.342679
P35052	558	sp|P35052|GPC1_HUMAN	7.033585	6.486841	7.316306	7.316306
P35080	140	sp|P35080|PROF2_HUMAN	6.483366	7.253411	7.746377	7.746377
P35219	290	sp|P35219|CAH8_HUMAN	6.879618	6.468672	7.144855	7.144855
P35221	906	sp|P35221|CTNA1_HUMAN	7.139312	7.479316	7.6821535	7.6821535
P35222	781	sp|P35222|CTNB1_HUMAN	7.0141045	7.205772	7.5813175	7.5813175
P35226	326	sp|P35226|BMI1_HUMAN	6.6863635	6.753392	6.3726135	6.753392
P35227	344	sp|P35227|PCGF2_HUMAN	NA	NA	5.978249	5.978249
P35232	272	sp|P35232|PHB_HUMAN	7.586306	7.691409	8.1439855	8.1439855
P35236	360	sp|P35236|PTN7_HUMAN	6.418467	NA	NA	6.418467
P35237	376	sp|P35237|SPB6_HUMAN	7.3184495	7.019947	7.299151	7.3184495
P35240	595	sp|P35240|MERL_HUMAN	6.842578	6.981967	7.060585	7.060585
P35241	583	sp|P35241|RADI_HUMAN	6.964768	7.33167	7.687921	7.687921
P35244	121	sp|P35244|RFA3_HUMAN	7.019947	7.54093	7.7837195	7.7837195
P35249	363	sp|P35249|RFC4_HUMAN	7.354027	7.5433305	7.843519	7.843519
P35250	354	sp|P35250|RFC2_HUMAN	7.3511	7.645835	7.320188	7.645835
P35251	1148	sp|P35251|RFC1_HUMAN	6.654115	6.520431	7.077368	7.077368
P35268	128	sp|P35268|RL22_HUMAN	8.613662	7.839976	8.6502425	8.6502425
P35269	517	sp|P35269|T2FA_HUMAN	7.0994495	7.199317	7.244574	7.244574
P35270	261	sp|P35270|SPRE_HUMAN	7.4096655	7.73714	7.925498	7.925498
P35520	551	sp|P35520|CBS_HUMAN	6.607969	6.6097405	7.155822	7.155822
P35556	2912	sp|P35556|FBN2_HUMAN	6.138401	6.2445625	6.933993	6.933993
P35568	1242	sp|P35568|IRS1_HUMAN	6.489227	6.238347	6.961379	6.961379
P35573	1532	sp|P35573|GDE_HUMAN	6.709855	6.5018505	6.795831	6.795831
P35579	1960	sp|P35579|MYH9_HUMAN	7.981288	8.2964015	8.417056	8.417056
P35580	1976	sp|P35580|MYH10_HUMAN	6.856892	7.28549	7.2148825	7.28549
P35606	906	sp|P35606|COPB2_HUMAN	7.3223375	7.3359455	7.7229435	7.7229435
P35610	550	sp|P35610|SOAT1_HUMAN	6.329192	7.07489	7.4429655	7.4429655
P35611	737	sp|P35611|ADDA_HUMAN	6.828396	7.043834	7.3142745	7.3142745
P35612	726	sp|P35612|ADDB_HUMAN	6.130217	6.127526	6.894847	6.894847
P35613	385	sp|P35613|BASI_HUMAN	7.557523	7.282925	8.106904	8.106904
P35626	688	sp|P35626|ARBK2_HUMAN	5.8507115	NA	6.4398315	6.4398315
P35637	526	sp|P35637|FUS_HUMAN	7.964371	8.165551	8.016155	8.165551
P35658	2090	sp|P35658|NU214_HUMAN	7.0491245	6.655196	7.4827625	7.4827625
P35659	375	sp|P35659|DEK_HUMAN	7.540955	7.5305695	7.659543	7.659543
P35670	1465	sp|P35670|ATP7B_HUMAN	NA	5.699717	NA	5.699717
P35754	106	sp|P35754|GLRX1_HUMAN	7.3203965	6.4034085	8.118201	8.118201
P35790	457	sp|P35790|CHKA_HUMAN	NA	NA	6.6653845	6.6653845
P35813	382	sp|P35813|PPM1A_HUMAN	7.002484	7.225862	7.4709865	7.4709865
P35914	325	sp|P35914|HMGCL_HUMAN	6.825937	5.593806	7.3021	7.3021
P35998	433	sp|P35998|PRS7_HUMAN	7.6941825	7.816751	7.89254	7.89254
P36383	396	sp|P36383|CXG1_HUMAN	NA	6.0172	NA	6.0172
P36404	184	sp|P36404|ARL2_HUMAN	6.973603	6.8263575	7.4974	7.4974
P36405	182	sp|P36405|ARL3_HUMAN	7.412276	7.7215415	7.8576865	7.8576865
P36507	400	sp|P36507|MP2K2_HUMAN	6.72205	7.269816	7.488212	7.488212
P36542	298	sp|P36542|ATPG_HUMAN	7.300769	7.543186	7.5752195	7.5752195
P36543	226	sp|P36543|VATE1_HUMAN	7.1266075	7.338138	7.8432885	7.8432885
P36551	454	sp|P36551|HEM6_HUMAN	7.155485	7.519566	7.661258	7.661258
P36578	427	sp|P36578|RL4_HUMAN	7.9008825	8.1710595	8.564083	8.564083
P36639	197	sp|P36639|8ODP_HUMAN	7.321992	7.867273	8.0686105	8.0686105
P36776	959	sp|P36776|LONM_HUMAN	6.687538	6.969975	7.398565	7.398565
P36871	562	sp|P36871|PGM1_HUMAN	7.1695175	7.45673	7.631474	7.631474
P36873	323	sp|P36873|PP1G_HUMAN	7.182186	7.7654585	7.905673	7.905673
P36915	607	sp|P36915|GNL1_HUMAN	7.133635	7.328012	7.386909	7.386909
P36952	375	sp|P36952|SPB5_HUMAN	6.0177205	NA	6.95907	6.95907
P36954	125	sp|P36954|RPB9_HUMAN	6.009791	7.281329	6.825864	7.281329
P36957	453	sp|P36957|ODO2_HUMAN	7.484214	7.316576	7.740592	7.740592
P36969	197	sp|P36969|GPX4_HUMAN	6.8466285	6.9927365	7.537718	7.537718
P37108	136	sp|P37108|SRP14_HUMAN	7.4028015	6.796377	7.977379	7.977379
P37173	567	sp|P37173|TGFR2_HUMAN	NA	NA	6.579109	6.579109
P37198	522	sp|P37198|NUP62_HUMAN	6.909765	7.244227	7.507631	7.507631
P37235	193	sp|P37235|HPCL1_HUMAN	6.680662	7.397923	7.413283	7.413283
P37268	417	sp|P37268|FDFT_HUMAN	7.192428	7.360272	7.647119	7.647119
P37275	1124	sp|P37275|ZEB1_HUMAN	NA	6.376413	6.191551	6.376413
P37287	484	sp|P37287|PIGA_HUMAN	NA	NA	6.114844	6.114844
P37802	199	sp|P37802|TAGL2_HUMAN	8.309268	8.533862	8.891086	8.891086
P37837	337	sp|P37837|TALDO_HUMAN	7.154454	8.229298	8.4342515	8.4342515
P38117	255	sp|P38117|ETFB_HUMAN	7.4511745	7.6568995	7.8705075	7.8705075
P38159	391	sp|P38159|RBMX_HUMAN	7.202597	8.1527105	8.3505705	8.3505705
P38398	1863	sp|P38398|BRCA1_HUMAN	NA	5.7716715	6.533658	6.533658
P38432	576	sp|P38432|COIL_HUMAN	6.325516	6.396565	7.260667	7.260667
P38435	758	sp|P38435|VKGC_HUMAN	6.64659	7.0424685	6.9883785	7.0424685
P38571	399	sp|P38571|LICH_HUMAN	NA	6.735575	7.3368185	7.3368185
P38606	617	sp|P38606|VATA_HUMAN	7.581039	7.131201	7.462744	7.581039
P38646	679	sp|P38646|GRP75_HUMAN	7.673316	7.828689	8.0103	8.0103
P38919	411	sp|P38919|IF4A3_HUMAN	7.732216	7.780461	8.195125	8.195125
P38935	993	sp|P38935|SMBP2_HUMAN	6.674595	6.182057	6.014143	6.674595
P38936	164	sp|P38936|CDN1A_HUMAN	NA	NA	7.08941	7.08941
P39019	145	sp|P39019|RS19_HUMAN	7.803906	7.914983	8.180126	8.180126
P39023	403	sp|P39023|RL3_HUMAN	8.1028605	8.2690535	8.512951	8.512951
P39210	176	sp|P39210|MPV17_HUMAN	NA	NA	6.656098	6.656098
P39656	456	sp|P39656|OST48_HUMAN	7.600582	7.546333	8.048056	8.048056
P39687	249	sp|P39687|AN32A_HUMAN	7.795359	8.145259	7.7841495	8.145259
P39748	380	sp|P39748|FEN1_HUMAN	7.3045735	7.8015965	8.141622	8.141622
P39880	1505	sp|P39880|CUX1_HUMAN	NA	NA	6.2324715	6.2324715
P40121	348	sp|P40121|CAPG_HUMAN	6.889067	6.922295	7.179236	7.179236
P40123	477	sp|P40123|CAP2_HUMAN	6.81707	6.6711715	6.9849	6.9849
P40222	546	sp|P40222|TXLNA_HUMAN	7.356083	7.801663	7.896939	7.896939
P40227	531	sp|P40227|TCPZ_HUMAN	7.9920275	8.110859	8.483145	8.483145
P40261	264	sp|P40261|NNMT_HUMAN	7.5214855	8.103596	7.821134	8.103596
P40306	273	sp|P40306|PSB10_HUMAN	NA	6.79852	6.895478	6.895478
P40337	213	sp|P40337|VHL_HUMAN	6.184947	6.155443	7.555107	7.555107
P40425	430	sp|P40425|PBX2_HUMAN	NA	NA	5.990574	5.990574
P40429	203	sp|P40429|RL13A_HUMAN	7.507519	8.068778	8.381422	8.381422
P40616	181	sp|P40616|ARL1_HUMAN	7.039215	7.48213	7.7820125	7.7820125
P40692	756	sp|P40692|MLH1_HUMAN	6.716338	6.424875	7.165185	7.165185
P40763	770	sp|P40763|STAT3_HUMAN	6.812686	6.830999	7.532265	7.532265
P40818	1118	sp|P40818|UBP8_HUMAN	6.4244205	6.644347	7.05511	7.05511
P40855	299	sp|P40855|PEX19_HUMAN	6.813397	6.89493	7.570718	7.570718
P40925	334	sp|P40925|MDHC_HUMAN	7.937929	8.0199635	8.396952	8.396952
P40926	338	sp|P40926|MDHM_HUMAN	8.0339045	8.2057735	8.4833695	8.4833695
P40937	340	sp|P40937|RFC5_HUMAN	7.31391	7.14008	7.739098	7.739098
P40938	356	sp|P40938|RFC3_HUMAN	7.200303	7.060766	7.408279	7.408279
P40939	763	sp|P40939|ECHA_HUMAN	7.654917	7.594945	8.245193	8.245193
P41091	472	sp|P41091|IF2G_HUMAN	7.7440415	NA	7.449509	7.7440415
P41134	155	sp|P41134|ID1_HUMAN	NA	6.218867	6.777018	6.777018
P41208	172	sp|P41208|CETN2_HUMAN	7.213305	NA	7.694451	7.694451
P41212	452	sp|P41212|ETV6_HUMAN	NA	6.525032	6.8868605	6.8868605
P41214	584	sp|P41214|EIF2D_HUMAN	6.442209	6.6377095	7.039098	7.039098
P41218	407	sp|P41218|MNDA_HUMAN	6.904196	7.141217	7.733558	7.733558
P41219	470	sp|P41219|PERI_HUMAN	NA	NA	6.912961	6.912961
P41223	144	sp|P41223|BUD31_HUMAN	7.363819	7.0382845	7.7973215	7.7973215
P41227	235	sp|P41227|NAA10_HUMAN	7.188	7.0201285	7.6030225	7.6030225
P41229	1560	sp|P41229|KDM5C_HUMAN	6.0985085	NA	6.7215555	6.7215555
P41236	205	sp|P41236|IPP2_HUMAN	6.894422	6.932026	7.108734	7.108734
P41240	450	sp|P41240|CSK_HUMAN	6.865234	6.7785735	6.961535	6.961535
P41247	253	sp|P41247|PLPL4_HUMAN	NA	6.015485	NA	6.015485
P41250	739	sp|P41250|SYG_HUMAN	7.194542	7.6795385	8.202353	8.202353
P41252	1262	sp|P41252|SYIC_HUMAN	7.44632	7.447933	7.7744825	7.7744825
P41567	113	sp|P41567|EIF1_HUMAN	7.771844	6.713146	8.138018	8.138018
P41743	596	sp|P41743|KPCI_HUMAN	6.60367	7.51163	7.322323	7.51163
P42025	376	sp|P42025|ACTY_HUMAN	6.9386615	6.455134	6.921582	6.9386615
P42126	302	sp|P42126|ECI1_HUMAN	7.234821	7.504403	7.755867	7.755867
P42166	694	sp|P42166|LAP2A_HUMAN	7.022057	6.9117295	7.36252	7.36252
P42167	454	sp|P42167|LAP2B_HUMAN	7.496937	7.339988	7.779727	7.779727
P42224	750	sp|P42224|STAT1_HUMAN	7.261358	7.517661	7.923223	7.923223
P42226	847	sp|P42226|STAT6_HUMAN	6.577905	5.8821605	6.748855	6.748855
P42229	794	sp|P42229|STA5A_HUMAN	NA	NA	6.788168	6.788168
P42285	1042	sp|P42285|SK2L2_HUMAN	7.1337805	7.460898	7.857628	7.857628
P42330	323	sp|P42330|AK1C3_HUMAN	7.110085	7.0678215	7.6010945	7.6010945
P42331	645	sp|P42331|RHG25_HUMAN	6.973331	NA	6.1529665	6.973331
P42336	1068	sp|P42336|PK3CA_HUMAN	6.0722355	6.191631	6.5431595	6.5431595
P42338	1070	sp|P42338|PK3CB_HUMAN	NA	5.726605	NA	5.726605
P42345	2549	sp|P42345|MTOR_HUMAN	6.40059	6.6104045	6.95036	6.95036
P42356	2102	sp|P42356|PI4KA_HUMAN	6.249712	6.415925	6.672529	6.672529
P42566	896	sp|P42566|EPS15_HUMAN	6.516464	6.8936165	6.917285	6.917285
P42568	568	sp|P42568|AF9_HUMAN	NA	NA	6.574147	6.574147
P42574	277	sp|P42574|CASP3_HUMAN	6.884769	6.935427	7.843594	7.843594
P42575	452	sp|P42575|CASP2_HUMAN	6.641068	6.565175	6.391165	6.641068
P42684	1182	sp|P42684|ABL2_HUMAN	6.519696	NA	NA	6.519696
P42694	1942	sp|P42694|HELZ_HUMAN	6.141732	6.2776015	6.722988	6.722988
P42695	1498	sp|P42695|CNDD3_HUMAN	6.2467425	6.349627	6.6379395	6.6379395
P42696	430	sp|P42696|RBM34_HUMAN	6.748382	6.3823485	7.4786915	7.4786915
P42704	1394	sp|P42704|LPPRC_HUMAN	7.253677	7.554961	7.862352	7.862352
P42765	397	sp|P42765|THIM_HUMAN	7.229391	7.500456	7.7338925	7.7338925
P42766	123	sp|P42766|RL35_HUMAN	8.0050475	8.6891835	8.0345355	8.6891835
P42773	168	sp|P42773|CDN2C_HUMAN	NA	NA	6.238874	6.238874
P42785	496	sp|P42785|PCP_HUMAN	7.277574	7.496874	7.651302	7.651302
P42858	3142	sp|P42858|HD_HUMAN	6.1933325	6.5781765	6.88461	6.88461
P42892	770	sp|P42892|ECE1_HUMAN	6.496653	6.94351	7.0102895	7.0102895
P42898	656	sp|P42898|MTHR_HUMAN	6.1755035	5.904071	6.73807	6.73807
P43003	542	sp|P43003|EAA1_HUMAN	6.207068	6.027015	6.961103	6.961103
P43007	532	sp|P43007|SATT_HUMAN	6.829908	6.569742	7.559032	7.559032
P43034	410	sp|P43034|LIS1_HUMAN	7.157155	7.0181795	7.496874	7.496874
P43121	646	sp|P43121|MUC18_HUMAN	6.7311385	7.014898	7.122598	7.122598
P43243	847	sp|P43243|MATR3_HUMAN	7.517934	7.563552	8.106191	8.106191
P43246	934	sp|P43246|MSH2_HUMAN	7.330596	7.407782	7.7753645	7.7753645
P43250	576	sp|P43250|GRK6_HUMAN	5.8657305	NA	NA	5.8657305
P43251	543	sp|P43251|BTD_HUMAN	6.507046	6.591799	6.783189	6.783189
P43304	727	sp|P43304|GPDM_HUMAN	6.81286	7.332034	7.54931	7.54931
P43307	286	sp|P43307|SSRA_HUMAN	6.539818	7.323314	8.05618	8.05618
P43353	468	sp|P43353|AL3B1_HUMAN	NA	5.556785	NA	5.556785
P43355	309	sp|P43355|MAGA1_HUMAN	6.514866	6.671848	7.175689	7.175689
P43358	317	sp|P43358|MAGA4_HUMAN	7.424572	7.489509	8.031529	8.031529
P43360	314	sp|P43360|MAGA6_HUMAN	NA	6.09475	6.411805	6.411805
P43361	318	sp|P43361|MAGA8_HUMAN	NA	6.704922	6.488636	6.704922
P43363	369	sp|P43363|MAGAA_HUMAN	6.127007	NA	6.90599	6.90599
P43364	429	sp|P43364|MAGAB_HUMAN	6.294753	5.658212	6.059968	6.294753
P43365	314	sp|P43365|MAGAC_HUMAN	NA	NA	7.084433	7.084433
P43378	593	sp|P43378|PTN9_HUMAN	NA	5.884608	NA	5.884608
P43405	635	sp|P43405|KSYK_HUMAN	NA	6.566355	NA	6.566355
P43487	201	sp|P43487|RANG_HUMAN	7.6360965	7.15094	7.685688	7.685688
P43490	491	sp|P43490|NAMPT_HUMAN	7.194903	7.35253	8.022181	8.022181
P43686	418	sp|P43686|PRS6B_HUMAN	7.341455	7.44143	7.925435	7.925435
P43897	325	sp|P43897|EFTS_HUMAN	7.080148	7.075091	7.496252	7.496252
P45877	212	sp|P45877|PPIC_HUMAN	7.0500185	7.2753935	7.722542	7.722542
P45880	294	sp|P45880|VDAC2_HUMAN	7.715025	8.154171	8.5522315	8.5522315
P45954	432	sp|P45954|ACDSB_HUMAN	6.884914	6.009663	6.636588	6.884914
P45973	191	sp|P45973|CBX5_HUMAN	7.311097	7.085877	8.05576	8.05576
P45974	858	sp|P45974|UBP5_HUMAN	7.349413	7.436651	7.789644	7.789644
P45983	427	sp|P45983|MK08_HUMAN	7.020283	7.1661195	7.521138	7.521138
P45984	424	sp|P45984|MK09_HUMAN	6.155943	NA	6.5982215	6.5982215
P45985	399	sp|P45985|MP2K4_HUMAN	6.646629	6.750061	7.284386	7.284386
P46013	3256	sp|P46013|KI67_HUMAN	6.754669	6.934064	7.333709	7.333709
P46019	1235	sp|P46019|KPB2_HUMAN	6.161787	6.308778	6.587419	6.587419
P46020	1223	sp|P46020|KPB1_HUMAN	6.164899	5.6788775	6.193769	6.193769
P46060	587	sp|P46060|RAGP1_HUMAN	7.319377	7.642954	7.866346	7.866346
P46063	649	sp|P46063|RECQ1_HUMAN	7.48233	7.402973	8.0046295	8.0046295
P46087	812	sp|P46087|NOP2_HUMAN	7.099059	7.626004	7.324571	7.626004
P46100	2492	sp|P46100|ATRX_HUMAN	6.077259	5.52705	6.515953	6.515953
P46108	304	sp|P46108|CRK_HUMAN	6.776222	7.436051	7.0532485	7.436051
P46109	303	sp|P46109|CRKL_HUMAN	7.407017	7.16415	7.543695	7.543695
P46199	727	sp|P46199|IF2M_HUMAN	6.1089825	6.335639	6.6955775	6.6955775
P46379	1132	sp|P46379|BAG6_HUMAN	6.949078	7.220291	7.4407655	7.4407655
P46459	744	sp|P46459|NSF_HUMAN	7.0853435	7.277174	7.431784	7.431784
P46527	198	sp|P46527|CDN1B_HUMAN	5.783089	NA	6.956197	6.956197
P46734	347	sp|P46734|MP2K3_HUMAN	7.1691835	7.124276	7.611702	7.611702
P46736	316	sp|P46736|BRCC3_HUMAN	6.7733695	6.867178	7.065847	7.065847
P46776	148	sp|P46776|RL27A_HUMAN	7.4142465	8.6613585	8.765177	8.765177
P46777	297	sp|P46777|RL5_HUMAN	7.710887	8.280828	8.268063	8.280828
P46778	160	sp|P46778|RL21_HUMAN	7.630468	7.526184	8.552608	8.552608
P46779	137	sp|P46779|RL28_HUMAN	7.899092	8.0779105	7.669791	8.0779105
P46781	194	sp|P46781|RS9_HUMAN	7.90478	8.449559	9.144356	9.144356
P46782	204	sp|P46782|RS5_HUMAN	7.6679455	8.142514	8.175309	8.175309
P46783	165	sp|P46783|RS10_HUMAN	7.474187	8.337668	8.2787075	8.337668
P46821	2468	sp|P46821|MAP1B_HUMAN	7.0344055	7.210907	7.484414	7.484414
P46926	289	sp|P46926|GNPI1_HUMAN	7.178118	7.350539	7.657696	7.657696
P46934	1319	sp|P46934|NEDD4_HUMAN	6.429785	6.866764	6.838339	6.866764
P46937	504	sp|P46937|YAP1_HUMAN	7.017057	7.385642	7.466541	7.466541
P46939	3433	sp|P46939|UTRO_HUMAN	6.6062735	6.538305	7.037984	7.037984
P46940	1657	sp|P46940|IQGA1_HUMAN	7.395134	7.69722	8.083503	8.083503
P46976	350	sp|P46976|GLYG_HUMAN	7.278433	7.389343	7.685007	7.685007
P46977	705	sp|P46977|STT3A_HUMAN	7.396321	7.901447	8.2481715	8.2481715
P47224	123	sp|P47224|MSS4_HUMAN	5.897176	7.310999	7.228552	7.310999
P47712	749	sp|P47712|PA24A_HUMAN	NA	5.742199	6.536463	6.536463
P47736	663	sp|P47736|RPGP1_HUMAN	6.019366	NA	NA	6.019366
P47755	286	sp|P47755|CAZA2_HUMAN	7.437037	7.034344	7.987201	7.987201
P47756	277	sp|P47756|CAPZB_HUMAN	7.587441	8.1311575	8.229323	8.229323
P47813	144	sp|P47813|IF1AX_HUMAN	8.112705	6.919366	NA	8.112705
P47897	775	sp|P47897|SYQ_HUMAN	7.3499885	7.550082	7.780746	7.780746
P47914	159	sp|P47914|RL29_HUMAN	8.391024	8.4170495	8.678682	8.678682
P47985	274	sp|P47985|UCRI_HUMAN	7.140131	7.255249	7.791852	7.791852
P48029	635	sp|P48029|SC6A8_HUMAN	NA	NA	7.042733	7.042733
P48047	213	sp|P48047|ATPO_HUMAN	7.8386115	7.93891	8.382269	8.382269
P48059	325	sp|P48059|LIMS1_HUMAN	7.201179	6.453823	7.4036165	7.4036165
P48060	266	sp|P48060|GLIP1_HUMAN	NA	6.533747	7.0497135	7.0497135
P48067	706	sp|P48067|SC6A9_HUMAN	6.268591	6.664642	6.6775245	6.6775245
P48147	710	sp|P48147|PPCE_HUMAN	6.839893	7.102777	7.3221155	7.3221155
P48163	572	sp|P48163|MAOX_HUMAN	5.752241	NA	6.4573315	6.4573315
P48200	963	sp|P48200|IREB2_HUMAN	6.019075	6.143146	6.953926	6.953926
P48357	1165	sp|P48357|LEPR_HUMAN	NA	4.999017	NA	4.999017
P48382	616	sp|P48382|RFX5_HUMAN	NA	6.510156	6.3134865	6.510156
P48426	406	sp|P48426|PI42A_HUMAN	6.515974	7.334635	7.024681	7.334635
P48436	509	sp|P48436|SOX9_HUMAN	NA	6.842447	7.481615	7.481615
P48444	511	sp|P48444|COPD_HUMAN	7.379305	7.64384	7.80027	7.80027
P48449	732	sp|P48449|ERG7_HUMAN	7.106905	7.482202	7.635001	7.635001
P48454	512	sp|P48454|PP2BC_HUMAN	5.643709	6.760181	6.374804	6.760181
P48506	637	sp|P48506|GSH1_HUMAN	6.5339665	6.796964	7.189266	7.189266
P48507	274	sp|P48507|GSH0_HUMAN	6.9740325	7.2662825	7.163996	7.2662825
P48509	253	sp|P48509|CD151_HUMAN	6.966592	7.534635	7.647559	7.647559
P48553	1259	sp|P48553|TPC10_HUMAN	NA	6.92947	NA	6.92947
P48556	350	sp|P48556|PSMD8_HUMAN	7.636381	7.470719	7.704967	7.704967
P48634	2157	sp|P48634|PRC2A_HUMAN	6.733449	6.882974	6.954657	6.954657
P48637	474	sp|P48637|GSHB_HUMAN	7.2200935	7.297113	7.350093	7.350093
P48643	541	sp|P48643|TCPE_HUMAN	7.867238	7.814268	8.393731	8.393731
P48651	473	sp|P48651|PTSS1_HUMAN	6.930508	6.780225	7.16566	7.16566
P48681	1621	sp|P48681|NEST_HUMAN	7.140238	7.320935	7.6401315	7.6401315
P48723	471	sp|P48723|HSP13_HUMAN	6.108635	7.145725	7.7055445	7.7055445
P48729	337	sp|P48729|KC1A_HUMAN	6.9242635	7.283245	7.565222	7.565222
P48735	452	sp|P48735|IDHP_HUMAN	6.354896	6.462772	7.026002	7.026002
P48739	271	sp|P48739|PIPNB_HUMAN	7.5251015	7.622981	8.074487	8.074487
P48960	835	sp|P48960|CD97_HUMAN	6.407364	6.216848	6.572053	6.572053
P49005	469	sp|P49005|DPOD2_HUMAN	7.159236	6.610106	6.7442735	7.159236
P49006	195	sp|P49006|MRP_HUMAN	6.897017	6.957339	NA	6.957339
P49023	591	sp|P49023|PAXI_HUMAN	6.971612	6.63802	7.121888	7.121888
P49116	596	sp|P49116|NR2C2_HUMAN	6.333595	NA	6.885814	6.885814
P49137	400	sp|P49137|MAPK2_HUMAN	6.8533585	7.2214905	7.071882	7.2214905
P49189	494	sp|P49189|AL9A1_HUMAN	7.339749	7.648165	7.927232	7.927232
P49207	117	sp|P49207|RL34_HUMAN	8.148849	8.29627	8.310502	8.310502
P49247	311	sp|P49247|RPIA_HUMAN	7.267946	7.152747	7.2928915	7.2928915
P49257	510	sp|P49257|LMAN1_HUMAN	7.1961895	7.3797155	8.0579555	8.0579555
P49321	788	sp|P49321|NASP_HUMAN	7.378489	7.614148	7.478052	7.614148
P49327	2511	sp|P49327|FAS_HUMAN	7.9158435	7.947635	8.27699	8.27699
P49354	379	sp|P49354|FNTA_HUMAN	5.9008905	6.2174925	6.631332	6.631332
P49366	369	sp|P49366|DHYS_HUMAN	6.237016	6.452259	7.0368015	7.0368015
P49368	545	sp|P49368|TCPG_HUMAN	7.737797	8.138211	8.295325	8.295325
P49406	292	sp|P49406|RM19_HUMAN	7.02461	7.3235835	7.5052825	7.5052825
P49407	418	sp|P49407|ARRB1_HUMAN	6.35061	6.6077515	7.088278	7.088278
P49411	452	sp|P49411|EFTU_HUMAN	7.671449	7.9065545	8.104248	8.104248
P49418	695	sp|P49418|AMPH_HUMAN	6.807521	6.415691	7.099508	7.099508
P49419	539	sp|P49419|AL7A1_HUMAN	7.1591905	7.620376	7.845228	7.845228
P49427	236	sp|P49427|UB2R1_HUMAN	6.519474	6.939824	7.2551975	7.2551975
P49441	399	sp|P49441|INPP_HUMAN	6.5567415	6.6392455	7.151352	7.151352
P49447	251	sp|P49447|CY561_HUMAN	NA	NA	7.043676	7.043676
P49448	558	sp|P49448|DHE4_HUMAN	6.2089685	NA	6.805949	6.805949
P49454	3210	sp|P49454|CENPF_HUMAN	6.205042	6.558047	6.859931	6.859931
P49458	86	sp|P49458|SRP09_HUMAN	7.8115135	7.873594	8.202843	8.202843
P49459	152	sp|P49459|UBE2A_HUMAN	7.1716345	7.110253	7.722332	7.722332
P49585	367	sp|P49585|PCY1A_HUMAN	6.286524	NA	6.722247	6.722247
P49588	968	sp|P49588|SYAC_HUMAN	7.5273095	7.528788	7.960104	7.960104
P49589	748	sp|P49589|SYCC_HUMAN	7.246571	7.661581	8.0278635	8.0278635
P49590	506	sp|P49590|SYHM_HUMAN	6.291235	6.05096	7.742159	7.742159
P49591	514	sp|P49591|SYSC_HUMAN	7.364476	7.726478	7.59657	7.726478
P49593	454	sp|P49593|PPM1F_HUMAN	6.579658	7.026819	7.397836	7.397836
P49638	278	sp|P49638|TTPA_HUMAN	6.127202	NA	6.396199	6.396199
P49641	1150	sp|P49641|MA2A2_HUMAN	5.112169	NA	6.229963	6.229963
P49642	420	sp|P49642|PRI1_HUMAN	7.146948	6.836931	7.379491	7.379491
P49643	509	sp|P49643|PRI2_HUMAN	6.6573415	6.7502235	7.245611	7.245611
P49662	377	sp|P49662|CASP4_HUMAN	6.404782	5.628826	7.2698415	7.2698415
P49711	727	sp|P49711|CTCF_HUMAN	6.964677	6.8469	7.509766	7.509766
P49720	205	sp|P49720|PSB3_HUMAN	7.369153	7.519329	7.85913	7.85913
P49721	201	sp|P49721|PSB2_HUMAN	7.859282	8.062507	8.03274	8.062507
P49736	904	sp|P49736|MCM2_HUMAN	7.459845	7.480481	7.916191	7.916191
P49747	757	sp|P49747|COMP_HUMAN	NA	6.477483	NA	6.477483
P49748	655	sp|P49748|ACADV_HUMAN	7.3642	7.405056	7.826162	7.826162
P49750	1951	sp|P49750|YLPM1_HUMAN	6.8261025	6.7827875	7.24	7.24
P49753	483	sp|P49753|ACOT2_HUMAN	NA	6.456229	7.949278	7.949278
P49754	854	sp|P49754|VPS41_HUMAN	6.25727	6.161069	6.595871	6.595871
P49755	219	sp|P49755|TMEDA_HUMAN	7.667327	7.776988	8.531198	8.531198
P49756	843	sp|P49756|RBM25_HUMAN	7.279005	7.5694235	7.7829995	7.7829995
P49757	651	sp|P49757|NUMB_HUMAN	6.9662455	7.1421335	7.017815	7.1421335
P49759	484	sp|P49759|CLK1_HUMAN	6.370828	6.913151	7.2126535	7.2126535
P49761	638	sp|P49761|CLK3_HUMAN	6.282577	5.108057	6.872657	6.872657
